Title,Company,Location,Stipend,Skills
Unity Game Developer,IDZ Digital Private LimitedActively hiring,Work from home,No Stipend,Unity Engine
Social Media Marketing,Zeroharm Sciences Private Limited,Hyderabad,No Stipend,"Facebook Marketing, Instagram Marketing"
Instructional Designer,AI CertsActively hiring,Work from home,No Stipend,Design Thinking
Human Resources (HR),Content-WhaleActively hiring,Work from home,No Stipend,"MS-Word, Attention to Detail, MS-Excel, Effective Communication"
HR Manager,Sanyukt Charitable Trust Foundation,Work from home,No Stipend,"Leadership, Recruitment, Decision making, Effective Communication, Document Management, Report Generation, Performance Monitoring"
Business Development (Sales),Quick Ride,"Hyderabad, Shamshabad",No Stipend,"Social Media Marketing, Digital Marketing"
Motion Graphics And Animated Video,Rutuja Jadhav,Work from home,No Stipend,"Creativity, Video Editing, Adobe Premiere Pro, Attention to Detail, Storyboarding, Animation, Adobe After Effects"
Cinematography,Ghar Art,Delhi(Hybrid),No Stipend,"Video Editing, Photography, Video Making"
Video Editing/Making,Bollygrad StudiozActively hiring,Work from home,No Stipend,"Adobe Photoshop, Adobe Illustrator, Video Editing, Adobe Premiere Pro, Final Cut Pro, Video Making"
Video Editor,PedalStart,Bangalore,No Stipend,"Video Editing, Content Editing"
Python Development,OptimasysActively hiring,Work from home,No Stipend,"HTML, CSS, Python, Django, Machine Learning, REST API, Flask"
Content Writing,PedalStart,Bangalore,No Stipend,"Social Media Marketing, Blogging, Creative Writing, LinkedIn Marketing, English Proficiency (Written), Email Management"
UI/UX Design,OptimasysActively hiring,Work from home,No Stipend,"Adobe Photoshop, Adobe Illustrator, Adobe Creative Suite, User Interface (UI) Development, Wireframing, UI & UX Design, Adobe After Effects"
Java Development,OptimasysActively hiring,Work from home,No Stipend,"Java, MySQL, JSP, J2EE, Hibernate ORM(Java), Spring MVC"
Linux Kernel Developer,Vicharak Computers LLPActively hiring,Surat,No Stipend,"Linux, Git, C Programming, GitHub, C++ Programming, Bash"
Embedded Hardware Developer (Intern),Vicharak Computers LLPActively hiring,Surat,No Stipend,"Circuit Design, PCB Design, PCB Soldering, Digital Circuits"
Business Development (Sales),City Cycle,Bangalore,No Stipend,"MS-Excel, English Proficiency (Spoken), Sales"
Graphic Design,Circle Health,Bangalore,No Stipend,"Adobe Photoshop, Adobe Illustrator, Video Editing, Adobe Premiere Pro, Canva, Adobe Photoshop Lightroom CC"
Embedded Systems Developer,Vicharak Computers LLPActively hiring,Surat,No Stipend,"Embedded Systems, C Programming, C++ Programming, Internet of Things (IoT), ESP32"
Event Management,Knuckleball,Bangalore,No Stipend,"Leadership, Event Management, Multitasking, Sports, Effective Communication, Scheduling, Logistics Management"
Computer Vision,Visomni Technologies,Raipur,No Stipend,"OpenCV, Python, PyTorch"
Computer Science,Vicharak Computers LLPActively hiring,Surat,No Stipend,"C#, Python, C Programming, C++ Programming"
Teaching,SMCA Nariman Point,Mumbai,No Stipend,"Teaching, English Proficiency (Spoken), English Proficiency (Written)"
Project Coordination & Management (EdTech/AI),SolvitudeActively hiring,Work from home,No Stipend,"MS-Office, Team Management, MS-Excel, Problem Solving, English Proficiency (Spoken), English Proficiency (Written)"
Mathematics Teacher,Budding MarinersActively hiring,Jaipur,No Stipend,"Mathematics, Teaching, English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), Effective Communication"
Marketing,InterviewCall Club,Work from home,No Stipend,"Market Analysis, Market research, Google Sheets"
Graphic Design,Zywin Mediaa,Chennai,No Stipend,"Adobe Photoshop, Adobe Illustrator, Video Editing"
Business Development-EdTech/AI Services,SolvitudeActively hiring,Work from home,No Stipend,"MS-Office, Negotiation, Digital Marketing, Email Marketing, MS-Excel, Problem Solving, Lead Generation"
Digital Marketing,OptimasysActively hiring,Work from home,No Stipend,Social Media Marketing
Content Writing,Lo! Foods,Bangalore,No Stipend,"Social Media Marketing, Creative Writing, English Proficiency (Spoken), English Proficiency (Written)"
International Business Development,Softel Technologies Incorporation,Mumbai,No Stipend,"Social Media Marketing, MS-Office, MS-Word, Digital Marketing, Facebook Marketing, Email Marketing, MS-Excel"
AWS Devops,Oldowan Innovations Private LimitedActively hiring,Work from home,No Stipend,"Python, Git, Amazon Web Services (AWS), CI/CD, Bash"
Social Media Marketing,Diamond Plus,Gurgaon,No Stipend,"Social Media Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Creative Writing, Instagram Marketing"
Telecalling,Lifestyle AI,Work from home,No Stipend,"Sales Support, Sales, Sales Strategy"
Backend Developer,Oldowan Innovations Private LimitedActively hiring,Work from home,No Stipend,"MongoDB, Git, Django, Node.js, PostgreSQL, REST API"
Content Writing,Cyboard - The Online School,Gurgaon,No Stipend,"Social Media Marketing, Search Engine Optimization (SEO), Creative Writing, English Proficiency (Spoken), English Proficiency (Written)"
FPGA Developer (Intern),Vicharak Computers LLPActively hiring,Surat,No Stipend,"VLSI, Verilog, VHDL, FPGA Synthesis and Prototyping, Debugging"
Subject Matter Expert (Physical Chemistry),KUNDUZ TECHNOLOGIES PRIVATE LIMITEDActively hiring,Work from home,No Stipend,"Physics, Chemistry, Subject Matter Expert (SME)"
Business Development (Sales),Aadi Giri Private Limited,Pune,No Stipend,"Social Media Marketing, Digital Marketing, Email Marketing, MS-Excel, English Proficiency (Spoken), English Proficiency (Written)"
Associate Consultant,Novel Nuggets,Work from home,No Stipend,"MS-Word, Interpersonal skills, Effective Communication"
Digital Marketing,RiseUpp Edutech Private LimitedActively hiring,Work from home,No Stipend,"Social Media Marketing, Search Engine Marketing (SEM), Digital Marketing, Search Engine Optimization (SEO), Facebook Marketing, Creative Writing, Email Marketing"
Video Editing/Making,MYKNOT Services OPC Private Limited,Work from home,No Stipend,"Adobe Photoshop, CorelDRAW, Adobe Illustrator, Video Editing, Adobe Premiere Pro, Adobe Creative Suite, Adobe InDesign"
Video Editing/Making,ASD Academy,Work from home,No Stipend,"Adobe Photoshop, Adobe Illustrator, Video Editing, Final Cut Pro, Capcut"
Human Resources (HR),Invisit,Jaipur(Hybrid),No Stipend,"Recruitment, LinkedIn Marketing, English Proficiency (Spoken), English Proficiency (Written), Interpersonal skills, Google Workspace, Effective Communication"
Business Development (Sales),Genius Olympiads,Work from home,No Stipend,"Sales Management, Sales Support, Effective Communication, Sales Strategy"
Electronics Engineering,1accord,Mumbai(Hybrid),No Stipend,"Python, ARM Microcontroller, Raspberry Pi, Embedded Systems, Arduino, Circuit Design, C Programming"
Business Development (Sales),BINACONF INDIA PVT.LTD,Work from home,No Stipend,Sales
Digital Marketing,Circle Health,Bangalore(Hybrid),No Stipend,"Social Media Marketing, Search Engine Optimization (SEO), Email Marketing, Instagram Marketing"
E-commerce & Tech Support,JRK OccultHouse,Jhansi,No Stipend,"Digital Marketing, E-commerce, MS-Excel, Shopify, Effective Communication, Troubleshooting"
Chemistry Teacher,Budding MarinersActively hiring,Jaipur,No Stipend,"Chemistry, Teaching, English Proficiency (Spoken), English Proficiency (Written), Material Management, Interpersonal skills, Effective Communication"
Digital Marketing,Dawnbells,Bangalore,No Stipend,"PHP, Social Media Marketing, .NET, Search Engine Optimization (SEO), Creative Writing, JSON, Microsoft Azure"
Management Information System (MIS) Executive,Xentric Integrated Solutions Pvt. Ltd.,Bangalore,No Stipend,"Analytical Thinking, MS-Excel, MIS"
Product Marketing,IND Third Eye Engineers Private Limited,"Chennai, Coimbatore, Madurai, Dindigul, Tiruchirappalli(Hybrid)",No Stipend,"Social Media Marketing, Digital Marketing, Marketing, Product Marketing"
Graphic Design,Craving Digital,Mumbai,No Stipend,"Adobe Photoshop, Adobe Illustrator, Video Editing, Adobe Premiere Pro, Adobe Creative Suite, UI & UX Design, Adobe After Effects"
Digital Marketing,The Digital Add,Gurgaon,No Stipend,"Social Media Marketing, Digital Marketing, Facebook Marketing, Creative Writing, English Proficiency (Spoken), Instagram Marketing"
Creative Design,Purferme Project Private Limited,Thane,No Stipend,"Social Media Marketing, Adobe Photoshop, CorelDRAW, Adobe Illustrator, Branding, Adobe Premiere Pro, Videography"
Client Service (Back Office),Innovsource,Mumbai,No Stipend,"Computer skills, Coordination"
Business Development (Sales),Ebslon Infotech,Delhi,No Stipend,"English Proficiency (Spoken), English Proficiency (Written)"
Video Editing/Making,Etherea EssentiaActively hiring,Gurgaon,No Stipend,"Adobe Photoshop, Adobe Illustrator, Video Editing, Adobe Premiere Pro, Final Cut Pro, Storyboarding, Video Making"
Business Development (Sales),Teqlawn Solutions,Work from home,No Stipend,"MS-Excel, English Proficiency (Spoken), English Proficiency (Written)"
Human Resources (HR),Icon Resources,Mumbai,No Stipend,"Recruitment, English Proficiency (Spoken)"
Human Resources (HR),Windzard Technologies Private Limited,"Chennai, Avadi, Porur(Hybrid)",No Stipend,"MS-Office, English Proficiency (Spoken), English Proficiency (Written)"
Fundraising Head,Aapka Sahara FoundationActively hiring,Work from home,No Stipend,"Leadership, Team Management, Networking, Critical thinking, Problem Solving, Effective Communication, Collaboration"
React Native Developer,Oldowan Innovations Private LimitedActively hiring,Work from home,No Stipend,"JavaScript, Git, REST API, React Native"
Video Editing/Making,MyInscribe,Work from home,No Stipend,"Video Editing, Adobe Premiere Pro, Final Cut Pro, Adobe After Effects"
Search Engine Optimization (SEO),Encoderlabs,Udaipur,No Stipend,"Google Analytics, Search Engine Marketing (SEM), Google AdWords, Search Engine Optimization (SEO)"
UI/UX Design,Jarurat CareActively hiring,Work from home,No Stipend,"Adobe Photoshop, User Interface (UI) Development, Wireframing, UI & UX Design, Sketch, Adobe XD, Figma"
Onboard- Real Estate Partnerships,Aawas YojanaActively hiring,Work from home,No Stipend,"Social Media Marketing, Leadership, Team Management, Presentation skills, Networking, Coordination, Teamwork"
E-Commerce Marketing,Technoville Consultants,Ahmedabad,No Stipend,"E-commerce, Canva, ChatGPT, MidJourney (GenAI)"
Human Resources (HR),Maxsell,Chennai,No Stipend,"MS-Excel, English Proficiency (Spoken), English Proficiency (Written)"
Equity Research Content Creator,Future Lab Studio,Gurgaon(Hybrid),No Stipend,Equity Research
Travel & Tourism,Namaste Voyages Private Limited,Gurgaon,No Stipend,"MS-Excel, English Proficiency (Spoken), English Proficiency (Written)"
Sales and Marketing,Sygnific Careers Private Limited,Bhopal,No Stipend,"Sales Management, Interpersonal skills, Effective Communication"
Human Resources (HR),V4U HR Solutions.com,Bangalore(Hybrid),No Stipend,English Proficiency (Spoken)
Business Development (Sales),EDXcellenceActively hiring,Work from home,No Stipend,"Social Media Marketing, Digital Marketing, Market Analysis, Email Marketing, MS-Excel, Marketing Strategy, Sales Support"
Marketing,Vibrant Publishers,Work from home,No Stipend,"English Proficiency (Spoken), Hindi Proficiency (Spoken), Interpersonal skills, Effective Communication, Google Sheets"
Digital Marketing,SparkPlus Technologies,Work from home,No Stipend,"Social Media Marketing, Creative Writing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written)"
International Business Development,Fusion Events,Mumbai(Hybrid),No Stipend,"MS-Office, Digital Marketing, Email Marketing, MS-Excel, English Proficiency (Spoken), English Proficiency (Written)"
Interior Design,Indigo Interiors,Bangalore,No Stipend,"AutoCAD, Google SketchUp, Autodesk 3ds Max"
Business Development (Sales),SandyMedia,Work from home,No Stipend,"English Proficiency (Spoken), English Proficiency (Written), Interpersonal skills, Effective Communication"
Video Editing/Making,Gagan MangatActively hiring,Work from home,No Stipend,"Video Editing, Video Making"
Business Development (Sales),Osumare,Pune,No Stipend,"Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), Sales"
Sales Executive - Business Development,StockareaActively hiring,Work from home,No Stipend,"Client Relationship Management (CRM), Sales Management, Client Relationship, Customer Acquisition, Sales Strategy, Logistics Management, Warehouse Management"
Marketing,Visys Cloud Technologies India Private Limited,Hyderabad,No Stipend,Hindi Proficiency (Spoken)
Lead Python And Data Science Instructor,AautiActively hiring,Work from home,No Stipend,"Java, Python, Bootstrap, Teaching"
Content and Social Media Marketing,Klickopedia - A World Of Visuals,Bangalore(Hybrid),No Stipend,"Storytelling, Graphic Design, Content Editing"
Online Fide Rated Chess Tutor,Narigiri's Connect To Universe Private LimitedActively hiring,Work from home,No Stipend,Game development
Social Media Marketing,Flipshope,Jaipur,No Stipend,"Social Media Marketing, Digital Marketing, Creative Writing, English Proficiency (Spoken), English Proficiency (Written), Instagram Marketing"
Marketing,O Hi,Jaipur,No Stipend,"MS-Office, Content Writing, Time Management, Content Marketing, English Proficiency (Spoken), English Proficiency (Written), Marketing"
Book Publishing Process Management,Zeba BooksActively hiring,Work from home,No Stipend,"Content Writing, CMS (Content Management System), Management, Content Editing"
Digital Marketing,Raj Bhardwaj,Delhi,No Stipend,"Social Media Marketing, Search Engine Marketing (SEM), Digital Marketing, Search Engine Optimization (SEO), Facebook Marketing, Creative Writing, English Proficiency (Written)"
Social Media,Pod With Nik,Delhi,No Stipend,"Content Writing, Video Editing, Instagram Marketing, Research and Analytics"
Human Resources (HR),Transact Global,Bangalore,No Stipend,MS-Office
Mystery Game Content Creation,DripX Media,Work from home,No Stipend,"Content Writing, Canva, ChatGPT"
Doubt Solving Expert (Statistics),KUNDUZ TECHNOLOGIES PRIVATE LIMITEDActively hiring,Work from home,No Stipend,"Teaching, Statistics, Online Teaching, Subject Matter Expert (SME)"
Content and Social Media Marketing,Wiriser Rise Together,Mohali,No Stipend,Marketing
Graphic Design,On Purpose,Delhi(Hybrid),No Stipend,"Adobe Photoshop, Adobe Illustrator, Video Editing, Adobe Premiere Pro, Adobe Creative Suite"
