id,Title,Locations,Skills
6153,Python Development,Dehradun,HTML CSS Python Django Flask
6154,Telecalling,Delhi(Hybrid),MS-Excel Client Relationship Management (CRM) English Proficiency (Spoken) Canva
6155,Fashion Design And Merchandising,Delhi,Fashion Designing Merchandising Design System
6156,Teaching Maths For IB And IGCSE,Work from home,Mathematics English Proficiency (Spoken) English Proficiency (Written)
6157,Marketing,Work from home,Social Media Marketing MS-Office MS-Excel English Proficiency (Written) Hindi Proficiency (Spoken)
6158,Associate Consultant,Mumbai,Presentation skills Financial Modeling Research and Analytics
6159,Social Media,Work from home,Social Media Marketing Instagram Marketing
6160,Virtual Assistant,Chennai,English Proficiency (Spoken)
6161,Live Streaming Using Webcam On Youtube,Work from home,Videography Canva Anchoring
6162,Content and Social Media Marketing,Navi Mumbai Mumbai(Hybrid),Social Media Marketing Content Writing Content Management Content Editing
6163,Accounting,Mumbai,Accounting
6164,Management Trainee,Greater Noida,MS-Word MS-PowerPoint MS-Excel
6165,Mechanical Draftsman,Navi Mumbai,CAD
6166,Event Management,Mumbai,MS-Office Event Management MS-PowerPoint MS-Excel English Proficiency (Spoken) English Proficiency (Written)
6167,Sales and Marketing,Gurgaon Noida Delhi,Fashion Designing Business Development Fashion Styling Sales Marketing
6169,"Digital Marketing & Sales (Part-Time, Kolkata-Based Hybrid)",Kolkata(Hybrid),Google Analytics WordPress Video Editing Digital Marketing Search Engine Optimization (SEO) Canva Instagram Marketing
6171,Architecture,Delhi Greater Noida Noida Ghaziabad(Hybrid),MS-Office Adobe Photoshop Google SketchUp MS-Excel
6172,Computer Vision,Work from home,JavaScript OpenCV Python Linux Django Machine Learning Computer Vision
6173,Sales,Noida,Negotiation Sales Support Business Development Interpersonal skills Sales Marketing Effective Communication
6174,NGO Project Implementation & Fundraising,Guwahati,MS-Word Video Editing MS-Excel Video Making Canva Effective Communication Community Management
6175,Business Strategy,Work from home,Presentation skills Cold Calling Email Marketing Critical thinking Problem Solving Lead Generation Client Relationship
6176,Video Editing/Making,Greater Noida(Hybrid),Video Editing
6177,E-Commerce,Delhi,MS-Excel Marketing Effective Communication
6178,Content & E-Commerce Management,Gurgaon,MS-Excel
6179,Sales & Marketing,Pune Thane,MS-Office Negotiation Effective Communication
6180,Content Writing,Work from home,Proofreading Technical Writing English Proficiency (Written) Research and Analytics
6181,Digital Marketing,Dombivli,Canva Graphic Design
6182,Social Media Marketing,Mumbai,Social Media Marketing Search Engine Marketing (SEM) Digital Marketing Search Engine Optimization (SEO) Facebook Marketing LinkedIn Marketing Canva
6183,Architecture,Bangalore,AutoCAD
6184,Digital Marketing,Indore,Social Media Marketing Digital Marketing Facebook Marketing Creative Writing English Proficiency (Spoken) English Proficiency (Written) Instagram Marketing
6185,Content and Social Media Marketing,Bangalore,Video Editing Cold Calling Vendor Management Photography Video Making Web development Web Design
6186,Backend Development,Mumbai,PHP MySQL HTML JavaScript MongoDB Node.js Laravel
6187,Corporate Sales,Work from home,MS-Office Digital Marketing Email Marketing MS-Excel English Proficiency (Spoken) English Proficiency (Written) Microsoft 365
6188,Social Media Marketing,Jaipur,Social Media Marketing Digital Marketing Facebook Marketing Creative Writing Email Marketing English Proficiency (Spoken) English Proficiency (Written)
6189,Accounts,Navi Mumbai,Accounting Tally MS-Excel English Proficiency (Spoken) English Proficiency (Written)
6190,Accounts,Kolkata,MS-Office Adobe Creative Suite Tally MS-Excel English Proficiency (Written)
6191,Content and Social Media Marketing,Delhi,Social Media Marketing Content Writing Marketing
6192,Graphic Design,Hyderabad,Adobe Photoshop Adobe Illustrator Video Editing Adobe Premiere Pro Video Making Animation Adobe After Effects
6194,Sales Engineer,Noida,Salesforce Sales Management Sales Support Market research Marketing Marketing Strategies Marketing Campaigns
6195,Business Development (Sales),Noida,Digital Marketing Interpersonal skills Effective Communication Sales Strategy
6196,Human Resources (HR),Chennai,Cold Calling English Proficiency (Spoken) Effective Communication
6198,Marketing And Business Development (HYBRID),Pune(Hybrid),Client Interaction English Proficiency (Spoken) Interpersonal skills Sales Marketing Effective Communication
6199,Accounts,Mumbai,MS-Office Accounting Tally MS-Excel English Proficiency (Spoken)
6200,Travel Consultant,Mumbai,Client Interaction Client Relationship Market research Sales Holiday Package Design
6201,Marketing,Gurgaon,MS-Office MS-Excel Canva
6202,Work From Home – Only For IPhone Pro Users (Paid Scanning Tasks),Work from home,Photography English Proficiency (Spoken) English Proficiency (Written) Hindi Proficiency (Spoken) Hindi Proficiency (Written)
6203,Financial Audit,Chennai,Computer skills
6204,QA Testing,Work from home,Analytical Thinking Problem Solving Business Analysis Quality Assurance/Quality Control (QA/QC) Test Automation
6205,Graphic Design,Bangalore,Adobe Photoshop CorelDRAW Canva
6206,Business Development (Sales),Hyderabad,Negotiation Client Relationship Management (CRM) Research and Analytics Sales Marketing Microsoft Outlook
6207,Big Data,Work from home,Python SQL Big Data Analytics Data Analysis Data Cleaning BigQuery
6208,Social Media Marketing,Noida,Social Media Marketing Creative Writing
6209,Video Editing & Graphic Designer,Chennai,Adobe Photoshop MS-PowerPoint Video Editing Web Design Canva Generative AI Tools Digital Illustration
6210,Search Engine Optimization (SEO),Thane,Social Media Marketing Google Analytics Digital Marketing Search Engine Optimization (SEO)
6212,Cyber Security,Work from home,Python Computer Networking Linux Web Application Security Spring Boot
6213,Content Creation Intern - Marketing,Chennai(Hybrid),Blogging Digital Marketing Search Engine Optimization (SEO) Canva
6215,Business Development (Sales),Mathura,Social Media Marketing MS-Office MS-Word MS-PowerPoint Presentation skills Digital Marketing Email Marketing
6216,Digital Marketing,Jaipur,Social Media Marketing Search Engine Marketing (SEM) Digital Marketing Search Engine Optimization (SEO) Facebook Marketing Creative Writing Instagram Marketing
6217,Creative Writing,Mumbai(Hybrid),Creative Writing English Proficiency (Spoken) English Proficiency (Written)
6218,Inside Sales,Bangalore,Market research Sales Data Analysis
6219,Python Development,Work from home,JavaScript Python Django Machine Learning Node.js Flask NumPy
6220,Software Development Engineering (Web),Work from home,Java PHP MySQL HTML CSS JavaScript jQuery
6222,CA Articleship,Gurgaon,Accounting Tally Taxation MS-Excel Auditing Statutory compliances
6223,Information Technology,Work from home,Java Python Computer Networking Information architecture
6224,Content and Social Media Marketing,Delhi Noida(Hybrid),Social Media Marketing Content Management
6225,Artificial Neural Networks,Work from home,Python Data Structures Machine Learning Data Science Neural Networks Natural Language Processing (NLP) Deep Learning
6226,Human Resources (HR),Coimbatore(Hybrid),English Proficiency (Spoken)
6227,Auditing & Accounting,Bhopal,MS-Excel Effective Communication
6228,Business Development (Sales),Noida,Digital Marketing MS-Excel English Proficiency (Spoken)
6229,Recruitment,Delhi,Research and Analytics
6230,Software Development,Work from home,Java MySQL HTML CSS JavaScript Python SQL
6231,Full Stack Development,Work from home,Java MySQL HTML CSS JavaScript Python SQL
6232,Business Development (Sales),Pune,Client Interaction MS-Excel Lead Generation Client Relationship English Proficiency (Spoken) English Proficiency (Written) Sales
6233,AI Engineer,Bangalore(Hybrid),Python SQL Django Natural Language Processing (NLP) Database Management System (DBMS) Flask FastAPI
6234,QC,Ahmedabad,Arduino Problem Solving C Programming PCB Design C++ Programming EAGLE PCB Soldering
6235,Social Media Marketing,Mumbai(Hybrid),Social Media Marketing Digital Marketing Facebook Marketing Creative Writing Photography English Proficiency (Spoken) English Proficiency (Written)
6236,Video Editing/Making,Gurgaon,Adobe Photoshop Adobe Illustrator Video Editing Adobe Premiere Pro Final Cut Pro Video Making Artificial intelligence
6237,Content Writing,Delhi,Social Media Marketing Blogging Digital Marketing Search Engine Optimization (SEO) Creative Writing English Proficiency (Written)
6238,Resume Writing & Career Documentation,Work from home,Time Management Critical thinking Problem Solving English Proficiency (Spoken) English Proficiency (Written) Effective Communication ATS
6239,Graphic Designer (Social Media & Digital Content),Delhi,Adobe Premiere Pro Adobe Creative Suite Search Engine Optimization (SEO) Storytelling Motion Graphics
6240,Video Editing/Making,Work from home,Adobe Photoshop Adobe Illustrator Video Editing Adobe Premiere Pro Final Cut Pro Video Making Figma
6241,Graphic Design,Noida,Adobe Photoshop Video Editing UI & UX Design Canva
6242,Content and Social Media Marketing,Delhi(Hybrid),Adobe Illustrator Branding Search Engine Optimization (SEO) Creative Writing Photography Video Making Content Marketing
6243,Marketing,Bangalore Sarjapur Koramangala,Search Engine Marketing (SEM) Digital Marketing Search Engine Optimization (SEO) Facebook Marketing Email Marketing
6244,Human Resources (HR),Mumbai(Hybrid),MS-PowerPoint MS-Excel English Proficiency (Spoken) English Proficiency (Written) Research and Analytics
6245,Market Research,Hyderabad,MS-Office English Proficiency (Spoken) English Proficiency (Written) Research and Analytics
6246,Video Editing/Making,Delhi,Video Editing Adobe Premiere Pro Final Cut Pro Adobe After Effects
6247,Video Editing/Making,Greater Noida,Adobe Photoshop Adobe Illustrator Video Editing Adobe Premiere Pro Final Cut Pro Video Making
6249,Content Development (English),Jaipur,MS-Word MS-Excel Content Marketing English Proficiency (Spoken) English Proficiency (Written)
6250,Influencer Marketing,Work from home,Social Media Marketing English Proficiency (Spoken)
6251,Digital Marketing,Bangalore,Social Media Marketing Search Engine Marketing (SEM) Digital Marketing Search Engine Optimization (SEO) Facebook Marketing Creative Writing Email Marketing
6253,Event Management,Thane Navi Mumbai,Event Management MS-PowerPoint English Proficiency (Spoken) English Proficiency (Written)
6254,Content Creator,Indore,Creative Writing English Proficiency (Spoken) Acting technique Effective Communication
6255,Video Editing/Making,Noida,Video Editing Final Cut Pro Image Editing
6256,Content and Social Media Marketing,Mumbai,Social Media Marketing Blogging Content Marketing Instagram Marketing Influencer Marketing
6257,Customer Service/Customer Support,Delhi Noida,MS-Office MS-PowerPoint Time Management MS-Excel Problem Solving English Proficiency (Spoken) Research and Analytics
6258,Social Media Marketing,Noida,Social Media Marketing Creative Writing English Proficiency (Written) Instagram Marketing
6259,Law/Legal,Delhi(Hybrid),MS-Office MS-Word Legal Research Legal Drafting English Proficiency (Spoken) English Proficiency (Written) Legal Writing
6260,Content Development (English),Pune,MS-PowerPoint Creative Writing English Proficiency (Spoken) English Proficiency (Written)
6261,Sales and Marketing,Noida,MS-Office Marketing Strategy Sales
6262,Talent Acquisition & Management,Noida Uttar Pradesh,Recruitment Effective Communication File Management
6263,Business Development (Sales),Mumbai(Hybrid),Digital Marketing Email Marketing MS-Excel English Proficiency (Spoken) English Proficiency (Written)
6264,Human Resources (HR),Mumbai,MS-Office MS-Excel English Proficiency (Spoken) English Proficiency (Written) Canva
6265,Business Development (Sales),Bangalore,MS-Excel English Proficiency (Spoken) English Proficiency (Written) Interpersonal skills Effective Communication
6266,Content and Social Media Marketing,Mumbai,Social Media Marketing Facebook Marketing Content Marketing Instagram Marketing YouTube Ads
6267,Lead Development Representative,Work from home,Lead Generation B2B Sales Market research Data Extraction
